PARAM,RUN,USER,START,END,DURATION,FAILED
20,1,load12,1764628198.465085,1764628198.813223,0.348139,0
20,1,load4,1764628198.458260,1764628198.845455,0.387195,0
20,1,load18,1764628198.470562,1764628198.884129,0.413566,0
20,1,load16,1764628198.469056,1764628198.897119,0.428064,0
20,1,load14,1764628198.467259,1764628198.903367,0.436108,0
20,1,load15,1764628198.468148,1764628198.942333,0.474185,0
20,1,load11,1764628198.464335,1764628198.948904,0.484569,0
20,1,load5,1764628198.459084,1764628198.984180,0.525096,0
20,1,load10,1764628198.463249,1764628287.877243,89.413993,0
20,1,load8,1764628198.461413,1764628198.538962,0.077549,0
20,1,load1,1764628198.456041,1764628198.544047,0.088006,0
20,1,load3,1764628198.457747,1764628198.580749,0.123002,0
20,1,load20,1764628198.472507,1764628198.598988,0.126482,0
20,1,load7,1764628198.460771,1764628198.610328,0.149557,0
20,1,load6,1764628198.460019,1764628198.650640,0.190621,0
20,1,load17,1764628198.469761,1764628198.657534,0.187773,0
20,1,load19,1764628198.471474,1764628198.680174,0.208700,0
20,1,load13,1764628198.466259,1764628198.699403,0.233144,0
20,2,load4,1764628198.704682,1764628199.015512,0.310830,0
20,2,load5,1764628198.705615,1764628199.040087,0.334472,0
20,2,load6,1764628198.706545,1764628199.065387,0.358842,0
20,2,load12,1764628198.711523,1764628199.111192,0.399670,0
20,2,load10,1764628198.710141,1764628199.136030,0.425889,0
20,2,load17,1764628198.715497,1764628199.137708,0.422211,0
20,2,load1,1764628198.702321,1764628199.149386,0.447066,0
20,2,load7,1764628198.707660,1764628199.171305,0.463644,0
20,2,load16,1764628198.715106,1764628199.181703,0.466597,0
20,2,load3,1764628198.703976,1764628199.194993,0.491017,0
20,2,load9,1764628198.709350,1764628199.205483,0.496133,0
20,2,load13,1764628198.712519,1764628199.232073,0.519554,0
20,2,load15,1764628198.713987,1764628199.250411,0.536424,0
20,2,load19,1764628198.717834,1764628199.266161,0.548327,0
20,2,load18,1764628198.716231,1764628199.302712,0.586481,0
20,2,load11,1764628198.710728,1764628199.323518,0.612791,0
20,2,load8,1764628198.708167,1764628199.349753,0.641586,0
20,2,load14,1764628198.713412,1764628199.358592,0.645180,0
20,2,load2,1764628198.703119,1764628199.383810,0.680691,0
20,2,load20,1764628198.719139,1764628199.428582,0.709443,0
20,3,load6,1764628199.435637,1764628199.729569,0.293933,0
20,3,load9,1764628199.438160,1764628199.753771,0.315610,0
20,3,load5,1764628199.434801,1764628199.773430,0.338629,0
20,3,load8,1764628199.437261,1764628199.791468,0.354207,0
20,3,load10,1764628199.438787,1764628199.821604,0.382817,0
20,3,load3,1764628199.433475,1764628199.858371,0.424897,0
20,3,load13,1764628199.441356,1764628199.876300,0.434944,0
20,3,load2,1764628199.432606,1764628199.902707,0.470101,0
20,3,load17,1764628199.445036,1764628199.920423,0.475387,0
20,3,load1,1764628199.431937,1764628199.967000,0.535063,0
20,3,load15,1764628199.442879,1764628199.983268,0.540389,0
20,3,load7,1764628199.436159,1764628199.998455,0.562295,0
20,3,load11,1764628199.439435,1764628200.029730,0.590296,0
20,3,load19,1764628199.446856,1764628200.037847,0.590991,0
20,3,load4,1764628199.434009,1764628200.050833,0.616823,0
20,3,load16,1764628199.444364,1764628200.078444,0.634081,0
20,3,load20,1764628199.447668,1764628200.085959,0.638291,0
20,3,load12,1764628199.440735,1764628200.109275,0.668540,0
20,3,load18,1764628199.445953,1764628200.134154,0.688202,0
20,3,load14,1764628199.442112,1764628200.587493,1.145381,0
50,1,load11,1764628200.599062,1764628201.104318,0.505256,0
50,1,load1,1764628200.590590,1764628201.171914,0.581325,0
50,1,load10,1764628200.597904,1764628201.200241,0.602337,0
50,1,load2,1764628200.591399,1764628201.252461,0.661062,0
50,1,load6,1764628200.594538,1764628201.258920,0.664382,0
50,1,load9,1764628200.597203,1764628201.292065,0.694862,0
50,1,load5,1764628200.593586,1764628201.313735,0.720149,0
50,1,load14,1764628200.601445,1764628201.332017,0.730572,0
50,1,load13,1764628200.600753,1764628201.347061,0.746308,0
50,1,load4,1764628200.592962,1764628201.399316,0.806354,0
50,1,load15,1764628200.602201,1764628201.411556,0.809355,0
50,1,load8,1764628200.596482,1764628201.419185,0.822704,0
50,1,load33,1764628200.621506,1764628201.435678,0.814172,0
50,1,load16,1764628200.603381,1764628201.449798,0.846418,0
50,1,load30,1764628200.617622,1764628201.478710,0.861089,0
50,1,load3,1764628200.592178,1764628201.480868,0.888690,0
50,1,load18,1764628200.604900,1764628201.521739,0.916839,0
50,1,load23,1764628200.608689,1764628201.527175,0.918485,0
50,1,load32,1764628200.619836,1764628201.541152,0.921316,0
50,1,load12,1764628200.600027,1764628201.553485,0.953459,0
50,1,load22,1764628200.608059,1764628201.569039,0.960980,0
50,1,load19,1764628200.605493,1764628201.584776,0.979283,0
50,1,load34,1764628200.622720,1764628201.606551,0.983831,0
50,1,load47,1764628200.767622,1764628201.607778,0.840156,0
50,1,load17,1764628200.604232,1764628201.639402,1.035170,0
50,1,load37,1764628200.691450,1764628201.648906,0.957456,0
50,1,load29,1764628200.615558,1764628201.653899,1.038341,0
50,1,load7,1764628200.595089,1764628201.666825,1.071737,0
50,1,load20,1764628200.606064,1764628201.682452,1.076388,0
50,1,load42,1764628200.719439,1764628201.690790,0.971351,0
50,1,load31,1764628200.618699,1764628201.699540,1.080841,0
50,1,load45,1764628200.748134,1764628201.732632,0.984499,0
50,1,load38,1764628200.691871,1764628201.746982,1.055111,0
50,1,load50,1764628200.795418,1764628201.774360,0.978942,0
50,1,load36,1764628200.667551,1764628201.775476,1.107925,0
50,1,load49,1764628200.783809,1764628201.819630,1.035821,0
50,1,load39,1764628200.699431,1764628201.856215,1.156784,0
50,1,load44,1764628200.743385,1764628201.866484,1.123099,0
50,1,load28,1764628200.614474,1764628201.884464,1.269990,0
50,1,load35,1764628200.624613,1764628201.905366,1.280754,0
50,1,load21,1764628200.607002,1764628201.938114,1.331113,0
50,1,load43,1764628200.724453,1764628201.942355,1.217901,0
50,1,load26,1764628200.611690,1764628201.971264,1.359575,0
50,1,load27,1764628200.613055,1764628201.987294,1.374238,0
50,1,load46,1764628200.751718,1764628201.990674,1.238956,0
50,1,load48,1764628200.779197,1764628202.022398,1.243201,0
50,1,load25,1764628200.610934,1764628202.035832,1.424897,0
50,1,load40,1764628200.699777,1764628202.083311,1.383535,0
50,1,load41,1764628200.711562,1764628202.087575,1.376013,0
50,1,load24,1764628200.609733,1764628202.140190,1.530457,0
50,2,load6,1764628202.150232,1764628202.684109,0.533878,0
50,2,load2,1764628202.146559,1764628202.699811,0.553252,0
50,2,load3,1764628202.147470,1764628202.716143,0.568673,0
50,2,load5,1764628202.149127,1764628202.803385,0.654258,0
50,2,load13,1764628202.156329,1764628202.850209,0.693880,0
50,2,load1,1764628202.145715,1764628202.871889,0.726174,0
50,2,load8,1764628202.152388,1764628202.932865,0.780477,0
50,2,load18,1764628202.161876,1764628202.967235,0.805358,0
50,2,load47,1764628202.279401,1764628202.969895,0.690494,0
50,2,load4,1764628202.148175,1764628202.984257,0.836083,0
50,2,load24,1764628202.169450,1764628202.998654,0.829204,0
50,2,load7,1764628202.151045,1764628203.032015,0.880970,0
50,2,load10,1764628202.154019,1764628203.042347,0.888328,0
50,2,load28,1764628202.174280,1764628203.070634,0.896353,0
50,2,load37,1764628202.184151,1764628203.087277,0.903126,0
50,2,load12,1764628202.155525,1764628203.107996,0.952470,0
50,2,load38,1764628202.184874,1764628203.113112,0.928238,0
50,2,load26,1764628202.171153,1764628203.140583,0.969430,0
50,2,load27,1764628202.171763,1764628203.152658,0.980895,0
50,2,load15,1764628202.157808,1764628203.160684,1.002875,0
50,2,load22,1764628202.166426,1764628203.178077,1.011650,0
50,2,load30,1764628202.176450,1764628203.181515,1.005065,0
50,2,load31,1764628202.177546,1764628203.188880,1.011334,0
50,2,load32,1764628202.178674,1764628203.202156,1.023482,0
50,2,load17,1764628202.160758,1764628203.214599,1.053841,0
50,2,load14,1764628202.156857,1764628203.231679,1.074822,0
50,2,load20,1764628202.164049,1764628203.261298,1.097249,0
50,2,load23,1764628202.167921,1764628203.268723,1.100801,0
50,2,load50,1764628202.292209,1764628203.274814,0.982605,0
50,2,load34,1764628202.181018,1764628203.291628,1.110611,0
50,2,load16,1764628202.159226,1764628203.304596,1.145369,0
50,2,load36,1764628202.183159,1764628203.320802,1.137644,0
50,2,load19,1764628202.162729,1764628203.325177,1.162449,0
50,2,load48,1764628202.283428,1764628203.336998,1.053570,0
50,2,load35,1764628202.182413,1764628203.341814,1.159401,0
50,2,load25,1764628202.170083,1764628203.373920,1.203838,0
50,2,load45,1764628202.273598,1764628203.378889,1.105290,0
50,2,load11,1764628202.154951,1764628203.382441,1.227491,0
50,2,load44,1764628202.271971,1764628203.416468,1.144498,0
50,2,load39,1764628202.185649,1764628203.432754,1.247105,0
50,2,load33,1764628202.179854,1764628203.436610,1.256756,0
50,2,load21,1764628202.165466,1764628203.469545,1.304079,0
50,2,load42,1764628202.268245,1764628203.481417,1.213172,0
50,2,load49,1764628202.291482,1764628203.498613,1.207131,0
50,2,load40,1764628202.220389,1764628203.499813,1.279424,0
50,2,load43,1764628202.268610,1764628203.524054,1.255444,0
50,2,load9,1764628202.153478,1764628203.545784,1.392307,0
50,2,load41,1764628202.259762,1764628203.548657,1.288895,0
50,2,load29,1764628202.175252,1764628203.600293,1.425041,0
50,2,load46,1764628202.274326,1764628203.620534,1.346209,0
50,3,load3,1764628203.628577,1764628203.685322,0.056745,0
50,3,load4,1764628203.629621,1764628203.773302,0.143681,0
50,3,load7,1764628203.632165,1764628203.810911,0.178746,0
50,3,load11,1764628203.636561,1764628203.836863,0.200302,0
50,3,load2,1764628203.627907,1764628203.884818,0.256911,0
50,3,load9,1764628203.634777,1764628203.914334,0.279558,0
50,3,load36,1764628203.712645,1764628203.940814,0.228169,0
50,3,load35,1764628203.683507,1764628203.960574,0.277067,0
50,3,load10,1764628203.635743,1764628203.970962,0.335219,0
50,3,load15,1764628203.640547,1764628203.979315,0.338768,0
50,3,load19,1764628203.643941,1764628203.981868,0.337926,0
50,3,load5,1764628203.630544,1764628203.983467,0.352922,0
50,3,load29,1764628203.654964,1764628204.003082,0.348118,0
50,3,load46,1764628203.815426,1764628204.004739,0.189313,0
50,3,load27,1764628203.651936,1764628204.015960,0.364024,0
50,3,load13,1764628203.637929,1764628204.025974,0.388045,0
50,3,load30,1764628203.655897,1764628204.032446,0.376549,0
50,3,load8,1764628203.633474,1764628204.061882,0.428408,0
50,3,load28,1764628203.653819,1764628204.088799,0.434979,0
50,3,load47,1764628203.827520,1764628204.094689,0.267169,0
50,3,load25,1764628203.650845,1764628204.104116,0.453271,0
50,3,load24,1764628203.649980,1764628204.105181,0.455201,0
50,3,load32,1764628203.658447,1764628204.130344,0.471897,0
50,3,load31,1764628203.656949,1764628204.147098,0.490149,0
50,3,load40,1764628203.759446,1764628204.154040,0.394594,0
50,3,load21,1764628203.646904,1764628204.188327,0.541423,0
50,3,load50,1764628203.868798,1764628204.196857,0.328059,0
50,3,load18,1764628203.643255,1764628204.213549,0.570294,0
50,3,load17,1764628203.642404,1764628204.219720,0.577316,0
50,3,load44,1764628203.787482,1764628204.224041,0.436559,0
50,3,load1,1764628203.627119,1764628204.240305,0.613186,0
50,3,load16,1764628203.641512,1764628204.262562,0.621050,0
50,3,load23,1764628203.648518,1764628204.263720,0.615202,0
50,3,load26,1764628203.651124,1764628204.273878,0.622754,0
50,3,load12,1764628203.637143,1764628204.289025,0.651882,0
50,3,load14,1764628203.639899,1764628204.306498,0.666599,0
50,3,load43,1764628203.771945,1764628204.313139,0.541194,0
50,3,load33,1764628203.659316,1764628204.336352,0.677036,0
50,3,load34,1764628203.661905,1764628204.342985,0.681081,0
50,3,load22,1764628203.647596,1764628204.350969,0.703373,0
50,3,load38,1764628203.747423,1764628204.357454,0.610031,0
50,3,load37,1764628203.731110,1764628204.374597,0.643487,0
50,3,load6,1764628203.630918,1764628204.384454,0.753536,0
50,3,load45,1764628203.807448,1764628204.389971,0.582523,0
50,3,load39,1764628203.748564,1764628204.419615,0.671050,0
50,3,load41,1764628203.759953,1764628204.429041,0.669089,0
50,3,load49,1764628203.863533,1764628204.447299,0.583767,0
50,3,load48,1764628203.839569,1764628204.448581,0.609012,0
50,3,load42,1764628203.771501,1764628204.480570,0.709069,0
50,3,load20,1764628203.645019,1764628204.509110,0.864091,0
100,1,load2,1764628204.515988,1764628205.513005,0.997017,0
100,1,load8,1764628204.521775,1764628205.495362,0.973587,0
100,1,load1,1764628204.514899,1764628205.502807,0.987909,0
100,1,load5,1764628204.518399,1764628205.536103,1.017704,0
100,1,load48,1764628204.684678,1764628205.665578,0.980900,0
100,1,load21,1764628204.534358,1764628205.672931,1.138574,0
100,1,load7,1764628204.520842,1764628205.676588,1.155746,0
100,1,load41,1764628204.619360,1764628205.688746,1.069385,0
100,1,load42,1764628204.632840,1764628205.669421,1.036581,0
100,1,load6,1764628204.519643,1764628205.709426,1.189783,0
100,1,load26,1764628204.538913,1764628205.717351,1.178438,0
100,1,load43,1764628204.640687,1764628205.725183,1.084496,0
100,1,load27,1764628204.539518,1764628205.740746,1.201228,0
100,1,load16,1764628204.528831,1764628205.729232,1.200401,0
100,1,load20,1764628204.533666,1764628205.745097,1.211431,0
100,1,load13,1764628204.526509,1764628205.752751,1.226242,0
100,1,load49,1764628204.692760,1764628205.772923,1.080163,0
100,1,load19,1764628204.532494,1764628205.775881,1.243387,0
100,1,load37,1764628204.592527,1764628205.778234,1.185707,0
100,1,load3,1764628204.516987,1764628205.792893,1.275906,0
100,1,load40,1764628204.612775,1764628205.801149,1.188374,0
100,1,load10,1764628204.523631,1764628205.808259,1.284629,0
100,1,load36,1764628204.576727,1764628205.812932,1.236204,0
100,1,load44,1764628204.648707,1764628205.831095,1.182388,0
100,1,load29,1764628204.541552,1764628205.861531,1.319978,0
100,1,load39,1764628204.608390,1764628205.865051,1.256660,0
100,1,load46,1764628204.668686,1764628205.877641,1.208955,0
100,1,load31,1764628204.545256,1764628205.893429,1.348172,0
100,1,load9,1764628204.522469,1764628205.898159,1.375690,0
100,1,load47,1764628204.676837,1764628205.910275,1.233438,0
100,1,load32,1764628204.547309,1764628205.913019,1.365710,0
100,1,load22,1764628204.535142,1764628205.938657,1.403514,0
100,1,load12,1764628204.525701,1764628205.945244,1.419544,0
100,1,load50,1764628204.708770,1764628205.955816,1.247046,0
100,1,load14,1764628204.527160,1764628205.969132,1.441971,0
100,1,load11,1764628204.524894,1764628205.989150,1.464256,0
100,1,load30,1764628204.544389,1764628206.001149,1.456760,0
100,1,load34,1764628204.564886,1764628206.012151,1.447265,0
100,1,load24,1764628204.537181,1764628206.019317,1.482136,0
100,1,load23,1764628204.536243,1764628206.041116,1.504874,0
100,1,load38,1764628204.601023,1764628206.060307,1.459284,0
100,1,load15,1764628204.527567,1764628206.069654,1.542087,0
100,1,load28,1764628204.541273,1764628206.085132,1.543859,0
100,1,load4,1764628204.517550,1764628206.097869,1.580319,0
100,1,load35,1764628204.572483,1764628206.109123,1.536640,0
100,1,load62,1764628204.920716,1764628206.120664,1.199948,0
100,1,load25,1764628204.538318,1764628206.140745,1.602427,0
100,1,load53,1764628204.736913,1764628206.157413,1.420500,0
100,1,load51,1764628204.716866,1764628206.175030,1.458164,0
100,1,load17,1764628204.530479,1764628206.177292,1.646813,0
100,1,load33,1764628204.552691,1764628206.179017,1.626326,0
100,1,load18,1764628204.531417,1764628206.195078,1.663661,0
100,1,load73,1764628205.008696,1764628206.223327,1.214631,0
100,1,load58,1764628204.816721,1764628206.246606,1.429885,0
100,1,load54,1764628204.748760,1764628206.251124,1.502364,0
100,1,load61,1764628204.860698,1764628206.252310,1.391612,0
100,1,load78,1764628205.068698,1764628206.291247,1.222549,0
100,1,load56,1764628204.788723,1764628206.296422,1.507699,0
100,1,load67,1764628204.976869,1764628206.307241,1.330372,0
100,1,load59,1764628204.836712,1764628206.313059,1.476347,0
100,1,load76,1764628205.033176,1764628206.326988,1.293812,0
100,1,load71,1764628205.003378,1764628206.363469,1.360091,0
100,1,load63,1764628204.928848,1764628206.369565,1.440717,0
100,1,load55,1764628204.768798,1764628206.389793,1.620995,0
100,1,load87,1764628205.212710,1764628206.415058,1.202348,0
100,1,load70,1764628205.002510,1764628206.425530,1.423020,0
100,1,load52,1764628204.724705,1764628206.429265,1.704561,0
100,1,load77,1764628205.052761,1764628206.443428,1.390667,0
100,1,load69,1764628204.996829,1764628206.458307,1.461478,0
100,1,load84,1764628205.172718,1764628206.461987,1.289269,0
100,1,load82,1764628205.144734,1764628206.491096,1.346361,0
100,1,load65,1764628204.952722,1764628206.516073,1.563351,0
100,1,load57,1764628204.804711,1764628206.526538,1.721827,0
100,1,load89,1764628205.248727,1764628206.547781,1.299054,0
100,1,load60,1764628204.848709,1764628206.557772,1.709063,0
100,1,load79,1764628205.088716,1764628206.588415,1.499700,0
100,1,load95,1764628205.538442,1764628206.590382,1.051940,0
100,1,load45,1764628204.661002,1764628206.608244,1.947242,0
100,1,load81,1764628205.120889,1764628206.621712,1.500823,0
100,1,load66,1764628204.968691,1764628206.624141,1.655449,0
100,1,load74,1764628205.012724,1764628206.649870,1.637146,0
100,1,load68,1764628204.988710,1764628206.661463,1.672753,0
100,1,load64,1764628204.944692,1764628206.680531,1.735839,0
100,1,load90,1764628205.260764,1764628206.687258,1.426494,0
100,1,load72,1764628205.004708,1764628206.701767,1.697060,0
100,1,load75,1764628205.016719,1764628206.722268,1.705549,0
100,1,load88,1764628205.228724,1764628206.745973,1.517249,0
100,1,load86,1764628205.204728,1764628206.750445,1.545717,0
100,1,load96,1764628205.540762,1764628206.755213,1.214450,0
100,1,load94,1764628205.537426,1764628206.767752,1.230326,0
100,1,load83,1764628205.156705,1764628206.783807,1.627102,0
100,1,load80,1764628205.104688,1764628206.793978,1.689290,0
100,1,load92,1764628205.493696,1764628206.799470,1.305775,0
100,1,load98,1764628205.616725,1764628206.831454,1.214729,0
100,1,load85,1764628205.180697,1764628206.842534,1.661836,0
100,1,load93,1764628205.503879,1764628206.852659,1.348779,0
100,1,load91,1764628205.299831,1764628206.882839,1.583008,0
100,1,load100,1764628205.667630,1764628206.884038,1.216408,0
100,1,load97,1764628205.588609,1764628206.922454,1.333845,0
100,1,load99,1764628205.636848,1764628206.950987,1.314139,0
100,2,load11,1764628206.969691,1764628207.600583,0.630892,0
100,2,load4,1764628206.963725,1764628207.847329,0.883605,0
100,2,load18,1764628206.978728,1764628207.909085,0.930357,0
100,2,load3,1764628206.963131,1764628207.765086,0.801955,0
100,2,load9,1764628206.968299,1764628207.911097,0.942798,0
100,2,load2,1764628206.962034,1764628207.652832,0.690799,0
100,2,load8,1764628206.967514,1764628207.830150,0.862636,0
100,2,load1,1764628206.961312,1764628207.732757,0.771446,0
100,2,load27,1764628206.988037,1764628207.961316,0.973279,0
100,2,load7,1764628206.966420,1764628208.001504,1.035084,0
100,2,load12,1764628206.971510,1764628208.054881,1.083371,0
100,2,load26,1764628206.987050,1764628208.077252,1.090201,0
100,2,load28,1764628206.989413,1764628208.091630,1.102217,0
100,2,load13,1764628206.973000,1764628208.094786,1.121786,0
100,2,load24,1764628206.985204,1764628208.119788,1.134584,0
100,2,load6,1764628206.965329,1764628208.176801,1.211472,0
100,2,load10,1764628206.969345,1764628208.228749,1.259404,0
100,2,load20,1764628206.981215,1764628208.241023,1.259808,0
100,2,load5,1764628206.964673,1764628208.240718,1.276045,0
100,2,load21,1764628206.982228,1764628208.262657,1.280429,0
100,2,load31,1764628206.992994,1764628208.269051,1.276058,0
100,2,load16,1764628206.976167,1764628208.305361,1.329194,0
100,2,load43,1764628207.117826,1764628208.311676,1.193849,0
100,2,load44,1764628207.128762,1764628208.333747,1.204985,0
100,2,load17,1764628206.977304,1764628208.345116,1.367813,0
100,2,load29,1764628206.990155,1764628208.346615,1.356459,0
100,2,load42,1764628207.116878,1764628208.357117,1.240239,0
100,2,load49,1764628207.192754,1764628208.432229,1.239474,0
100,2,load22,1764628206.983537,1764628208.432009,1.448472,0
100,2,load25,1764628206.986003,1764628208.434297,1.448293,0
100,2,load23,1764628206.984176,1764628208.448743,1.464567,0
100,2,load30,1764628206.991055,1764628208.462586,1.471532,0
100,2,load35,1764628207.048688,1764628208.462781,1.414093,0
100,2,load33,1764628206.995815,1764628208.465567,1.469753,0
100,2,load34,1764628207.009275,1764628208.465308,1.456033,0
100,2,load32,1764628206.994178,1764628208.477069,1.482891,0
100,2,load71,1764628207.424721,1764628208.481005,1.056284,0
100,2,load14,1764628206.973934,1764628208.490836,1.516902,0
100,2,load36,1764628207.056756,1764628208.505128,1.448373,0
100,2,load15,1764628206.974810,1764628208.510498,1.535687,0
100,2,load79,1764628207.621533,1764628208.520975,0.899442,0
100,2,load19,1764628206.980115,1764628208.524328,1.544213,0
100,2,load38,1764628207.064591,1764628208.538458,1.473867,0
100,2,load66,1764628207.360755,1764628208.540202,1.179447,0
100,2,load40,1764628207.080735,1764628208.542274,1.461539,0
100,2,load63,1764628207.320686,1764628208.564105,1.243420,0
100,2,load39,1764628207.065560,1764628208.613718,1.548158,0
100,2,load37,1764628207.058110,1764628208.634802,1.576692,0
100,2,load59,1764628207.276680,1764628208.639159,1.362480,0
100,2,load51,1764628207.204674,1764628208.642675,1.438002,0
100,2,load45,1764628207.158142,1764628208.657949,1.499807,0
100,2,load65,1764628207.348713,1764628208.667085,1.318372,0
100,2,load47,1764628207.172674,1764628208.670924,1.498250,0
100,2,load53,1764628207.212749,1764628208.690991,1.478241,0
100,2,load48,1764628207.188761,1764628208.708385,1.519624,0
100,2,load55,1764628207.240886,1764628208.725478,1.484592,0
100,2,load41,1764628207.095558,1764628208.741346,1.645788,0
100,2,load77,1764628207.536695,1764628208.747637,1.210942,0
100,2,load57,1764628207.260808,1764628208.750665,1.489857,0
100,2,load62,1764628207.308912,1764628208.765231,1.456319,0
100,2,load69,1764628207.400688,1764628208.768973,1.368285,0
100,2,load58,1764628207.268812,1764628208.774481,1.505670,0
100,2,load61,1764628207.304676,1764628208.793211,1.488536,0
100,2,load50,1764628207.197400,1764628208.806672,1.609271,0
100,2,load70,1764628207.412960,1764628208.827348,1.414388,0
100,2,load56,1764628207.248787,1764628208.846592,1.597805,0
100,2,load68,1764628207.388826,1764628208.847647,1.458821,0
100,2,load64,1764628207.336677,1764628208.847783,1.511106,0
100,2,load52,1764628207.208888,1764628208.867170,1.658282,0
100,2,load78,1764628207.552722,1764628208.869952,1.317230,0
100,2,load72,1764628207.436808,1764628208.934443,1.497635,0
100,2,load54,1764628207.236778,1764628208.938252,1.701474,0
100,2,load90,1764628207.759007,1764628208.964054,1.205047,0
100,2,load60,1764628207.288791,1764628208.964768,1.675977,0
100,2,load83,1764628207.653987,1764628208.986244,1.332256,0
100,2,load85,1764628207.700758,1764628208.994927,1.294169,0
100,2,load96,1764628207.848288,1764628208.997861,1.149573,0
100,2,load75,1764628207.496947,1764628208.999081,1.502133,0
100,2,load67,1764628207.376766,1764628297.893970,90.517204,0
100,2,load98,1764628207.910142,1764628208.544060,0.633919,0
100,2,load88,1764628207.713577,1764628208.550758,0.837181,0
100,2,load100,1764628207.920839,1764628208.557045,0.636206,0
100,2,load81,1764628207.636709,1764628208.560141,0.923432,0
100,2,load73,1764628207.469117,1764628208.575980,1.106863,0
100,2,load74,1764628207.484734,1764628208.583442,1.098707,0
100,2,load82,1764628207.637783,1764628208.586998,0.949215,0
100,2,load92,1764628207.766072,1764628208.592932,0.826860,0
100,2,load97,1764628207.888642,1764628208.605185,0.716543,0
100,2,load76,1764628207.516776,1764628208.620663,1.103888,0
100,2,load89,1764628207.734570,1764628208.630000,0.895431,0
100,2,load87,1764628207.712684,1764628208.650621,0.937937,0
100,2,load84,1764628207.664739,1764628208.667867,1.003128,0
100,2,load86,1764628207.702560,1764628208.669503,0.966944,0
100,2,load99,1764628207.920647,1764628208.685583,0.764936,0
100,2,load95,1764628207.832637,1764628208.700139,0.867502,0
100,2,load93,1764628207.828710,1764628208.705965,0.877254,0
100,2,load46,1764628207.164680,1764628208.710705,1.546025,0
100,2,load91,1764628207.761422,1764628208.740016,0.978594,0
100,2,load80,1764628207.628771,1764628208.773808,1.145037,0
100,2,load94,1764628207.831141,1764628208.803324,0.972184,0
100,3,load7,1764628208.819570,1764628209.735107,0.915537,0
100,3,load10,1764628208.822987,1764628209.693781,0.870795,0
100,3,load4,1764628208.817608,1764628209.613530,0.795922,0
100,3,load2,1764628208.816225,1764628209.662699,0.846474,0
100,3,load3,1764628208.817107,1764628209.691080,0.873973,0
100,3,load1,1764628208.815418,1764628209.810768,0.995351,0
100,3,load5,1764628208.818178,1764628209.856500,1.038322,0
100,3,load17,1764628208.828476,1764628209.898637,1.070161,0
100,3,load6,1764628208.819265,1764628209.930507,1.111242,0
100,3,load15,1764628208.827139,1764628209.976758,1.149619,0
100,3,load12,1764628208.824868,1764628209.990834,1.165966,0
100,3,load8,1764628208.821295,1764628209.992212,1.170918,0
100,3,load26,1764628208.839155,1764628209.994929,1.155773,0
100,3,load34,1764628208.851447,1764628210.010791,1.159343,0
100,3,load24,1764628208.837062,1764628210.073251,1.236189,0
100,3,load43,1764628208.918629,1764628210.091075,1.172446,0
100,3,load16,1764628208.827788,1764628210.096205,1.268417,0
100,3,load18,1764628208.830177,1764628210.111111,1.280934,0
100,3,load14,1764628208.826240,1764628210.121360,1.295120,0
100,3,load9,1764628208.821852,1764628210.127019,1.305166,0
100,3,load40,1764628208.907656,1764628210.147322,1.239666,0
