PARAM,RUN,USER,START,END,DURATION,FAILED
10,2,load8,1764723179.975257,1764723180.766978,0.791720,0
10,2,load26,1764723179.998990,1764723180.781683,0.782693,0
10,2,load14,1764723179.983763,1764723180.790376,0.806613,0
10,2,load17,1764723179.987487,1764723180.811445,0.823958,0
10,2,load20,1764723179.990957,1764723180.831937,0.840980,0
10,2,load47,1764723180.125062,1764723180.846186,0.721125,0
10,2,load25,1764723179.997798,1764723180.847297,0.849498,0
10,2,load19,1764723179.989907,1764723180.871943,0.882036,0
10,2,load18,1764723179.988621,1764723180.873493,0.884872,0
10,2,load34,1764723180.065059,1764723180.876242,0.811183,0
10,2,load24,1764723179.996418,1764723180.904449,0.908031,0
10,2,load22,1764723179.993919,1764723180.912572,0.918653,0
10,2,load27,1764723180.000181,1764723180.921243,0.921061,0
10,2,load42,1764723180.106383,1764723180.937335,0.830952,0
10,2,load31,1764723180.049764,1764723180.956820,0.907056,0
10,2,load32,1764723180.057077,1764723180.956939,0.899862,0
10,2,load10,1764723179.978236,1764723180.969856,0.991619,0
10,2,load29,1764723180.002910,1764723180.986112,0.983202,0
10,2,load33,1764723180.058655,1764723181.006682,0.948028,0
10,2,load21,1764723179.992584,1764723181.011715,1.019131,0
10,2,load12,1764723179.981007,1764723181.014399,1.033392,0
10,2,load41,1764723180.105098,1764723181.040354,0.935256,0
10,2,load35,1764723180.066573,1764723181.042641,0.976068,0
10,2,load40,1764723180.101988,1764723181.044311,0.942322,0
10,2,load36,1764723180.073217,1764723181.071629,0.998412,0
10,2,load45,1764723180.116986,1764723181.077448,0.960463,0
10,2,load30,1764723180.021049,1764723181.087415,1.066367,0
10,2,load23,1764723179.995047,1764723181.099852,1.104805,0
10,2,load39,1764723180.089952,1764723181.109487,1.019536,0
10,2,load13,1764723179.982461,1764723181.123275,1.140814,0
10,2,load46,1764723180.121175,1764723181.136642,1.015466,0
10,2,load37,1764723180.077745,1764723181.138005,1.060260,0
10,2,load43,1764723180.107709,1764723181.159821,1.052112,0
10,2,load49,1764723180.141219,1764723181.166903,1.025684,0
10,2,load50,1764723180.152863,1764723181.168223,1.015360,0
10,2,load15,1764723179.985361,1764723181.192710,1.207349,0
10,2,load38,1764723180.088987,1764723181.227865,1.138878,0
10,2,load44,1764723180.108637,1764723181.267781,1.159144,0
10,2,load28,1764723180.001399,1764723182.072736,2.071337,0
10,2,load48,1764723180.129142,1764723182.163463,2.034321,0
10,3,load7,1764723182.173085,1764723182.112246,,1
10,3,load1,1764723182.168510,1764723182.151573,,1
10,3,load38,1764723182.247497,1764723182.292342,0.044845,0
10,3,load41,1764723182.260990,1764723182.304477,0.043487,0
10,3,load22,1764723182.189593,1764723182.330636,0.141043,0
10,3,load15,1764723182.181643,1764723182.386602,0.204960,0
10,3,load16,1764723182.182175,1764723182.403713,0.221538,0
10,3,load20,1764723182.187092,1764723182.398263,0.211170,0
10,3,load18,1764723182.184246,1764723182.418772,0.234525,0
10,3,load3,1764723182.170239,1764723182.447363,0.277123,0
10,3,load5,1764723182.171919,1764723182.467801,0.295882,0
10,3,load14,1764723182.180453,1764723182.480307,0.299854,0
10,3,load11,1764723182.176723,1764723182.490984,0.314260,0
10,3,load2,1764723182.169297,1764723182.502634,0.333338,0
10,3,load40,1764723182.252993,1764723182.506090,0.253097,0
10,3,load12,1764723182.178195,1764723182.510219,0.332024,0
10,3,load32,1764723182.200016,1764723182.517440,0.317423,0
10,3,load13,1764723182.179370,1764723182.525511,0.346141,0
10,3,load30,1764723182.198496,1764723182.538815,0.340319,0
10,3,load27,1764723182.195092,1764723182.540329,0.345237,0
10,3,load25,1764723182.193194,1764723182.540438,0.347245,0
10,3,load4,1764723182.170779,1764723182.553156,0.382377,0
10,3,load26,1764723182.194356,1764723182.564160,0.369804,0
10,3,load21,1764723182.188358,1764723182.575490,0.387131,0
10,3,load43,1764723182.268992,1764723182.578657,0.309665,0
10,3,load8,1764723182.173641,1764723182.579722,0.406081,0
10,3,load33,1764723182.208922,1764723182.583394,0.374471,0
10,3,load24,1764723182.192200,1764723182.605432,0.413232,0
10,3,load36,1764723182.244988,1764723182.607324,0.362335,0
10,3,load48,1764723182.332995,1764723182.610513,0.277519,0
10,3,load50,1764723182.353095,1764723182.629462,0.276367,0
10,3,load10,1764723182.175384,1764723182.632182,0.456799,0
10,3,load17,1764723182.183705,1764723182.633382,0.449677,0
10,3,load35,1764723182.241016,1764723182.634597,0.393581,0
10,3,load9,1764723182.174463,1764723182.657779,0.483317,0
10,3,load37,1764723182.246240,1764723182.658722,0.412483,0
10,3,load28,1764723182.195783,1764723182.664888,0.469105,0
10,3,load42,1764723182.261739,1764723182.668124,0.406384,0
10,3,load6,1764723182.172536,1764723182.679109,0.506573,0
10,3,load23,1764723182.190905,1764723182.679245,0.488341,0
10,3,load34,1764723182.220824,1764723182.696632,0.475808,0
10,3,load29,1764723182.196483,1764723182.706351,0.509868,0
10,3,load31,1764723182.199475,1764723182.707571,0.508096,0
10,3,load45,1764723182.288992,1764723182.708465,0.419472,0
10,3,load47,1764723182.324987,1764723182.714299,0.389312,0
10,3,load19,1764723182.185189,1764723182.717896,0.532707,0
10,3,load49,1764723182.341016,1764723182.734683,0.393667,0
10,3,load46,1764723182.312733,1764723182.752731,0.439998,0
10,3,load39,1764723182.248445,1764723182.774766,0.526321,0
10,3,load44,1764723182.280685,1764723182.775842,0.495157,0
50,1,load30,1764723299.249855,1764723299.763323,0.513468,0
50,1,load37,1764723299.256664,1764723299.779148,0.522484,0
50,1,load18,1764723299.239087,1764723299.792844,0.553757,0
50,1,load43,1764723299.263202,1764723299.803078,0.539876,0
50,1,load47,1764723299.268289,1764723299.807059,0.538770,0
50,1,load38,1764723299.257948,1764723299.815274,0.557326,0
50,1,load40,1764723299.259316,1764723299.839087,0.579771,0
50,1,load45,1764723299.265641,1764723299.847125,0.581484,0
50,1,load19,1764723299.239900,1764723299.848326,0.608425,0
50,1,load34,1764723299.253948,1764723299.871145,0.617197,0
50,1,load28,1764723299.248081,1764723299.882360,0.634279,0
50,1,load29,1764723299.248729,1764723299.883949,0.635220,0
50,1,load14,1764723299.235680,1764723299.895969,0.660289,0
50,1,load33,1764723299.253015,1764723299.897984,0.644968,0
50,1,load35,1764723299.254755,1764723299.914545,0.659790,0
50,1,load44,1764723299.264737,1764723299.923055,0.658318,0
50,1,load39,1764723299.258956,1764723299.924166,0.665211,0
50,1,load48,1764723299.269373,1764723299.934357,0.664984,0
50,1,load32,1764723299.252005,1764723299.955001,0.702996,0
50,1,load36,1764723299.255692,1764723299.975275,0.719582,0
50,1,load26,1764723299.246488,1764723299.991255,0.744767,0
50,1,load41,1764723299.260688,1764723299.997538,0.736850,0
50,1,load42,1764723299.261989,1764723299.998754,0.736765,0
50,1,load27,1764723299.247192,1764723300.007370,0.760178,0
50,1,load50,1764723299.271588,1764723300.023417,0.751829,0
50,1,load49,1764723299.270474,1764723300.031579,0.761105,0
50,1,load16,1764723299.237404,1764723300.046563,0.809159,0
50,1,load15,1764723299.236579,1764723300.050560,0.813981,0
50,1,load46,1764723299.267162,1764723300.051073,0.783911,0
50,1,load31,1764723299.251193,1764723300.087120,0.835927,0
50,1,load23,1764723299.243939,1764723300.092349,0.848409,0
50,1,load5,1764723299.224374,1764723300.092796,0.868422,0
50,1,load7,1764723299.227505,1764723300.125309,0.897804,0
50,1,load20,1764723299.240716,1764723300.128057,0.887340,0
50,1,load22,1764723299.243106,1764723300.152121,0.909015,0
50,1,load2,1764723299.223347,1764723300.156364,0.933017,0
50,1,load8,1764723299.229496,1764723300.173106,0.943610,0
50,1,load17,1764723299.238202,1764723300.192172,0.953969,0
50,1,load21,1764723299.242268,1764723300.198601,0.956333,0
50,1,load3,1764723299.223689,1764723300.219849,0.996160,0
50,1,load1,1764723299.222577,1764723300.239973,1.017396,0
50,1,load6,1764723299.226800,1764723300.243274,1.016474,0
50,1,load25,1764723299.245625,1764723300.258975,1.013350,0
50,1,load12,1764723299.233876,1764723300.260192,1.026316,0
50,1,load24,1764723299.244798,1764723300.286468,1.041670,0
50,1,load11,1764723299.233055,1764723300.303471,1.070416,0
50,1,load4,1764723299.224111,1764723300.325789,1.101678,0
50,1,load9,1764723299.230849,1764723300.328714,1.097866,0
50,1,load13,1764723299.234715,1764723300.344955,1.110241,0
50,1,load10,1764723299.232012,1764723300.351514,1.119503,0
50,2,load1,1764723300.356533,1764723300.813813,0.457280,0
50,2,load2,1764723300.357211,1764723300.907277,0.550066,0
50,2,load8,1764723300.362423,1764723300.927159,0.564736,0
50,2,load3,1764723300.358241,1764723300.997903,0.639662,0
50,2,load5,1764723300.359929,1764723301.024068,0.664139,0
50,2,load13,1764723300.368469,1764723301.046293,0.677823,0
50,2,load19,1764723300.375844,1764723301.100230,0.724386,0
50,2,load6,1764723300.360851,1764723301.111123,0.750272,0
50,2,load7,1764723300.361745,1764723301.120620,0.758875,0
50,2,load4,1764723300.358840,1764723301.127128,0.768287,0
50,2,load41,1764723300.466875,1764723301.136992,0.670117,0
50,2,load10,1764723300.364883,1764723301.148635,0.783752,0
50,2,load16,1764723300.372461,1764723301.163560,0.791099,0
50,2,load9,1764723300.363928,1764723301.188627,0.824699,0
50,2,load23,1764723300.381147,1764723301.209842,0.828695,0
50,2,load21,1764723300.378246,1764723301.214896,0.836650,0
50,2,load12,1764723300.367260,1764723301.221215,0.853955,0
50,2,load25,1764723300.384500,1764723301.227365,0.842865,0
50,2,load14,1764723300.369634,1764723301.238019,0.868385,0
50,2,load43,1764723300.490786,1764723301.246843,0.756058,0
50,2,load34,1764723300.426678,1764723301.267499,0.840821,0
50,2,load17,1764723300.373567,1764723301.270857,0.897290,0
50,2,load20,1764723300.376867,1764723301.292239,0.915372,0
50,2,load38,1764723300.443725,1764723301.309888,0.866163,0
50,2,load27,1764723300.386887,1764723301.316142,0.929254,0
50,2,load11,1764723300.365873,1764723301.319903,0.954030,0
50,2,load29,1764723300.389667,1764723301.330897,0.941230,0
50,2,load30,1764723300.390293,1764723301.341290,0.950997,0
50,2,load28,1764723300.388276,1764723301.341466,0.953190,0
50,2,load46,1764723300.526703,1764723301.351067,0.824364,0
50,2,load26,1764723300.385656,1764723301.369371,0.983715,0
50,2,load39,1764723300.447327,1764723301.396381,0.949054,0
50,2,load24,1764723300.383205,1764723301.418597,1.035392,0
50,2,load18,1764723300.374658,1764723301.420606,1.045948,0
50,2,load15,1764723300.371290,1764723301.429181,1.057890,0
50,2,load40,1764723300.462684,1764723301.442857,0.980173,0
50,2,load32,1764723300.422740,1764723301.450207,1.027467,0
50,2,load36,1764723300.430681,1764723301.450356,1.019675,0
50,2,load33,1764723300.424245,1764723301.469069,1.044824,0
50,2,load22,1764723300.379544,1764723301.475796,1.096252,0
50,2,load44,1764723300.494886,1764723301.508473,1.013587,0
50,2,load35,1764723300.427405,1764723301.524937,1.097533,0
50,2,load49,1764723300.570693,1764723301.529387,0.958694,0
50,2,load37,1764723300.438748,1764723301.542787,1.104039,0
50,2,load42,1764723300.478786,1764723301.549026,1.070240,0
50,2,load48,1764723300.554683,1764723301.561927,1.007244,0
50,2,load45,1764723300.506726,1764723301.567926,1.061200,0
50,2,load50,1764723300.574890,1764723301.591298,1.016408,0
50,2,load47,1764723300.534694,1764723301.685711,1.151017,0
50,2,load31,1764723300.399279,1764723302.419414,2.020135,0
50,3,load2,1764723302.425061,1764723302.417172,,1
50,3,load8,1764723302.429978,1764723302.461201,0.031223,0
50,3,load5,1764723302.427149,1764723302.476886,0.049737,0
50,3,load1,1764723302.424306,1764723302.493042,0.068736,0
50,3,load27,1764723302.450949,1764723302.525038,0.074088,0
50,3,load31,1764723302.455062,1764723302.540956,0.085895,0
50,3,load24,1764723302.447729,1764723302.564860,0.117131,0
50,3,load13,1764723302.435418,1764723302.611710,0.176292,0
50,3,load12,1764723302.434327,1764723302.629708,0.195381,0
50,3,load21,1764723302.444213,1764723302.635138,0.190925,0
50,3,load14,1764723302.436290,1764723302.701705,0.265416,0
50,3,load30,1764723302.454282,1764723302.702929,0.248647,0
50,3,load49,1764723302.614679,1764723302.724611,0.109932,0
50,3,load11,1764723302.433585,1764723302.727854,0.294268,0
50,3,load22,1764723302.445344,1764723302.733606,0.288262,0
50,3,load3,1764723302.425900,1764723302.747304,0.321404,0
50,3,load40,1764723302.516461,1764723302.749466,0.233005,0
50,3,load34,1764723302.482718,1764723302.764705,0.281987,0
50,3,load9,1764723302.430915,1764723302.768402,0.337487,0
50,3,load33,1764723302.458192,1764723302.782721,0.324529,0
50,3,load45,1764723302.538760,1764723302.801476,0.262715,0
50,3,load16,1764723302.438765,1764723302.801585,0.362820,0
50,3,load19,1764723302.442206,1764723302.806000,0.363795,0
50,3,load7,1764723302.428830,1764723302.814091,0.385261,0
50,3,load15,1764723302.437406,1764723302.815184,0.377778,0
50,3,load32,1764723302.455982,1764723302.830950,0.374968,0
50,3,load18,1764723302.440934,1764723302.832131,0.391197,0
50,3,load35,1764723302.487468,1764723302.846088,0.358620,0
50,3,load28,1764723302.452661,1764723302.853125,0.400464,0
50,3,load29,1764723302.453654,1764723302.862584,0.408930,0
50,3,load17,1764723302.440002,1764723302.866023,0.426020,0
50,3,load20,1764723302.443050,1764723302.882538,0.439488,0
50,3,load38,1764723302.514689,1764723302.886091,0.371402,0
50,3,load6,1764723302.427794,1764723302.899450,0.471656,0
50,3,load10,1764723302.432308,1764723302.905260,0.472952,0
50,3,load42,1764723302.523069,1764723302.912596,0.389527,0
50,3,load23,1764723302.446578,1764723302.919434,0.472856,0
50,3,load37,1764723302.504117,1764723302.921598,0.417481,0
50,3,load26,1764723302.449264,1764723302.932344,0.483081,0
50,3,load36,1764723302.498685,1764723302.944376,0.445691,0
50,3,load25,1764723302.448597,1764723302.950014,0.501417,0
50,3,load46,1764723302.566569,1764723302.951674,0.385106,0
50,3,load43,1764723302.523757,1764723302.981750,0.457993,0
50,3,load44,1764723302.531085,1764723302.985569,0.454483,0
50,3,load48,1764723302.595088,1764723303.012313,0.417224,0
50,3,load4,1764723302.426419,1764723303.034432,0.608012,0
50,3,load39,1764723302.515423,1764723303.045225,0.529803,0
50,3,load50,1764723302.618793,1764723303.053465,0.434671,0
50,3,load47,1764723302.575942,1764723303.070703,0.494761,0
50,3,load41,1764723302.518336,1764723303.072614,0.554279,0
100,1,load28,1764723517.863398,1764723518.156197,0.292799,0
100,1,load35,1764723517.869597,1764723518.163716,0.294119,0
100,1,load1,1764723517.839223,1764723518.167320,0.328097,0
100,1,load13,1764723517.849984,1764723518.192704,0.342720,0
100,1,load29,1764723517.864187,1764723518.202384,0.338197,0
100,1,load25,1764723517.861113,1764723518.204633,0.343520,0
100,1,load5,1764723517.841954,1764723518.228770,0.386816,0
100,1,load8,1764723517.845620,1764723518.230152,0.384532,0
100,1,load50,1764723517.883245,1764723518.237501,0.354257,0
100,1,load36,1764723517.870375,1764723518.261634,0.391259,0
100,1,load24,1764723517.860280,1764723518.263971,0.403691,0
100,1,load14,1764723517.850675,1764723518.268035,0.417360,0
100,1,load39,1764723517.873206,1764723518.292751,0.419545,0
100,1,load49,1764723517.881816,1764723518.298209,0.416393,0
100,1,load47,1764723517.880007,1764723518.312651,0.432644,0
100,1,load9,1764723517.846493,1764723518.328104,0.481612,0
100,1,load6,1764723517.844262,1764723518.348212,0.503951,0
100,1,load32,1764723517.866623,1764723518.350601,0.483978,0
100,1,load44,1764723517.877020,1764723518.359491,0.482471,0
100,1,load37,1764723517.871675,1764723518.378087,0.506412,0
100,1,load18,1764723517.854419,1764723518.381135,0.526716,0
100,1,load40,1764723517.874026,1764723518.409892,0.535866,0
100,1,load10,1764723517.847150,1764723518.421151,0.574002,0
100,1,load43,1764723517.876307,1764723518.428831,0.552524,0
100,1,load11,1764723517.848095,1764723518.437852,0.589757,0
100,1,load15,1764723517.851659,1764723518.441359,0.589700,0
100,1,load2,1764723517.839718,1764723518.461743,0.622025,0
100,1,load30,1764723517.864992,1764723518.468114,0.603122,0
100,1,load20,1764723517.855936,1764723518.488751,0.632815,0
100,1,load22,1764723517.858370,1764723518.493775,0.635406,0
100,1,load7,1764723517.844946,1764723518.496050,0.651104,0
100,1,load19,1764723517.855341,1764723518.514452,0.659111,0
100,1,load3,1764723517.840021,1764723518.539981,0.699960,0
100,1,load41,1764723517.874807,1764723518.543325,0.668518,0
100,1,load4,1764723517.840474,1764723518.546498,0.706024,0
100,1,load46,1764723517.878761,1764723518.570560,0.691799,0
100,1,load42,1764723517.875722,1764723518.573619,0.697897,0
100,1,load34,1764723517.868731,1764723518.576303,0.707572,0
100,1,load45,1764723517.877866,1764723518.606417,0.728551,0
100,1,load12,1764723517.849109,1764723518.608888,0.759779,0
100,1,load17,1764723517.853538,1764723518.611896,0.758358,0
100,1,load21,1764723517.856835,1764723518.633746,0.776911,0
100,1,load23,1764723517.859169,1764723518.649879,0.790710,0
100,1,load38,1764723517.872249,1764723518.657804,0.785555,0
100,1,load27,1764723517.862530,1764723518.662033,0.799504,0
100,1,load26,1764723517.861750,1764723518.686078,0.824327,0
100,1,load31,1764723517.866032,1764723518.737253,0.871221,0
100,1,load16,1764723517.852456,1764723518.772759,0.920303,0
100,1,load48,1764723517.880995,1764723518.794774,0.913779,0
100,1,load33,1764723517.867591,1764723519.539429,1.671838,0
100,2,load4,1764723519.546971,1764723520.097963,0.550992,0
100,2,load1,1764723519.544504,1764723520.111789,0.567286,0
100,2,load2,1764723519.545304,1764723520.173404,0.628100,0
100,2,load11,1764723519.554754,1764723520.232600,0.677846,0
100,2,load8,1764723519.550241,1764723520.258432,0.708191,0
100,2,load13,1764723519.556811,1764723520.321218,0.764408,0
100,2,load9,1764723519.552067,1764723520.322683,0.770617,0
100,2,load7,1764723519.549827,1764723520.344925,0.795098,0
100,2,load24,1764723519.569193,1764723520.366027,0.796834,0
100,2,load21,1764723519.564440,1764723520.375020,0.810580,0
100,2,load27,1764723519.574099,1764723520.393527,0.819428,0
100,2,load22,1764723519.566233,1764723520.402522,0.836289,0
100,2,load18,1764723519.563055,1764723520.403785,0.840730,0
100,2,load6,1764723519.548824,1764723520.421710,0.872886,0
100,2,load41,1764723519.643697,1764723520.425569,0.781872,0
100,2,load47,1764723519.713417,1764723520.426739,0.713322,0
100,2,load17,1764723519.561173,1764723520.433492,0.872320,0
100,2,load19,1764723519.563327,1764723520.442417,0.879090,0
100,2,load43,1764723519.677467,1764723520.457637,0.780169,0
100,2,load12,1764723519.555758,1764723520.471224,0.915466,0
100,2,load35,1764723519.621723,1764723520.482384,0.860662,0
100,2,load30,1764723519.579478,1764723520.485359,0.905881,0
100,2,load48,1764723519.729279,1764723520.490900,0.761621,0
100,2,load14,1764723519.558329,1764723520.509808,0.951479,0
100,2,load10,1764723519.553479,1764723520.529141,0.975662,0
100,2,load16,1764723519.559978,1764723520.530655,0.970677,0
100,2,load15,1764723519.559379,1764723520.534002,0.974623,0
100,2,load37,1764723519.625127,1764723520.544003,0.918877,0
100,2,load5,1764723519.548035,1764723520.546144,0.998110,0
100,2,load46,1764723519.709282,1764723520.550072,0.840790,0
100,2,load3,1764723519.546473,1764723520.555844,1.009371,0
100,2,load31,1764723519.584475,1764723520.578705,0.994230,0
100,2,load20,1764723519.563860,1764723520.580269,1.016408,0
100,2,load44,1764723519.689349,1764723520.586854,0.897505,0
100,2,load33,1764723519.613339,1764723520.599446,0.986106,0
100,2,load28,1764723519.575257,1764723520.610750,1.035494,0
100,2,load38,1764723519.633307,1764723520.626998,0.993691,0
100,2,load26,1764723519.572327,1764723520.637251,1.064924,0
100,2,load49,1764723519.733271,1764723520.644826,0.911556,0
100,2,load39,1764723519.637352,1764723520.657126,1.019774,0
100,2,load29,1764723519.578191,1764723520.658076,1.079885,0
100,2,load50,1764723519.753280,1764723520.660617,0.907337,0
100,2,load34,1764723519.617298,1764723520.664955,1.047657,0
100,2,load45,1764723519.693385,1764723520.676224,0.982840,0
100,2,load36,1764723519.622375,1764723520.681154,1.058779,0
100,2,load42,1764723519.657285,1764723520.713550,1.056264,0
100,2,load25,1764723519.570649,1764723520.746298,1.175648,0
100,2,load40,1764723519.638735,1764723520.769445,1.130711,0
100,2,load23,1764723519.567535,1764723520.785557,1.218022,0
100,2,load32,1764723519.587473,1764723520.817391,1.229918,0
100,3,load2,1764723520.823898,1764723521.365983,0.542085,0
100,3,load1,1764723520.823017,1764723521.425918,0.602901,0
100,3,load4,1764723520.826057,1764723521.472653,0.646596,0
100,3,load8,1764723520.829590,1764723521.481511,0.651921,0
100,3,load9,1764723520.830370,1764723521.511681,0.681311,0
100,3,load3,1764723520.825383,1764723521.533708,0.708325,0
100,3,load11,1764723520.832319,1764723521.561898,0.729579,0
100,3,load26,1764723520.847232,1764723521.573415,0.726183,0
100,3,load25,1764723520.846443,1764723521.597770,0.751328,0
100,3,load47,1764723521.021312,1764723521.603850,0.582538,0
100,3,load31,1764723520.854214,1764723521.622106,0.767892,0
100,3,load30,1764723520.852336,1764723521.623883,0.771547,0
100,3,load19,1764723520.841699,1764723521.633502,0.791803,0
100,3,load34,1764723520.881239,1764723521.645998,0.764759,0
100,3,load14,1764723520.835292,1764723521.653486,0.818194,0
100,3,load48,1764723521.037370,1764723521.659718,0.622348,0
100,3,load41,1764723520.949376,1764723521.667535,0.718159,0
100,3,load5,1764723520.827050,1764723521.680594,0.853544,0
100,3,load15,1764723520.836979,1764723521.692755,0.855776,0
100,3,load6,1764723520.828094,1764723521.708527,0.880433,0
100,3,load37,1764723520.913359,1764723521.713723,0.800364,0
100,3,load29,1764723520.851241,1764723521.726919,0.875678,0
100,3,load45,1764723520.985029,1764723521.737059,0.752029,0
100,3,load18,1764723520.840627,1764723521.742010,0.901383,0
100,3,load17,1764723520.839272,1764723521.743729,0.904456,0
100,3,load21,1764723520.843567,1764723521.756300,0.912733,0
100,3,load12,1764723520.832843,1764723521.765403,0.932559,0
100,3,load35,1764723520.901849,1764723521.769859,0.868011,0
100,3,load16,1764723520.838197,1764723521.774894,0.936697,0
100,3,load13,1764723520.833827,1764723521.785758,0.951931,0
100,3,load10,1764723520.831375,1764723521.809896,0.978521,0
100,3,load27,1764723520.848347,1764723521.814319,0.965972,0
100,3,load36,1764723520.909328,1764723521.820863,0.911536,0
100,3,load46,1764723521.009270,1764723521.832510,0.823240,0
100,3,load23,1764723520.845134,1764723521.833621,0.988488,0
100,3,load20,1764723520.842587,1764723521.848439,1.005852,0
100,3,load22,1764723520.844468,1764723521.849735,1.005267,0
100,3,load28,1764723520.849978,1764723521.853608,1.003630,0
100,3,load44,1764723520.977145,1764723521.869113,0.891968,0
100,3,load40,1764723520.945663,1764723521.871176,0.925514,0
100,3,load7,1764723520.828672,1764723521.873388,1.044716,0
100,3,load33,1764723520.856298,1764723521.891920,1.035622,0
100,3,load24,1764723520.845635,1764723521.925393,1.079758,0
100,3,load38,1764723520.925278,1764723521.927104,1.001825,0
100,3,load42,1764723520.957274,1764723521.932189,0.974915,0
100,3,load32,1764723520.855427,1764723521.949058,1.093631,0
100,3,load50,1764723521.049364,1764723521.950399,0.901035,0
100,3,load43,1764723520.957735,1764723521.971227,1.013492,0
100,3,load39,1764723520.937311,1764723521.973567,1.036255,0
100,3,load49,1764723521.041438,1764723522.009140,0.967702,0
